Start Character,StationID,Date,Time,Canal Level,Discharge Rate,Level Sensor Alarm,High Level Alarm,Internal Temperature,Battery Voltage,Powewr Fail,End Character
*,9002,14/06/2015,16:00:12,659.51,-99.99,0,0,27.8,13.22,0,#
*,9002,14/06/2015,17:00:12,659.51,-99.99,0,0,27.5,12.26,0,#
*,9002,14/06/2015,18:00:12,659.51,-99.99,0,0,26.3,12.9,0,#
*,9002,14/06/2015,19:00:12,659.5,-99.99,0,0,25.3,12.71,1,#
*,9002,14/06/2015,20:00:12,659.5,-99.99,0,0,23.8,12.62,1,#
*,9002,14/06/2015,21:00:12,659.5,-99.99,0,0,23.3,12.67,1,#
*,9002,14/06/2015,22:00:12,659.51,-99.99,0,0,23,12.67,1,#
*,9002,15/06/2015,00:00:12,659.51,-99.99,0,0,22.8,12.69,1,#
*,9002,15/06/2015,01:00:12,659.51,-99.99,0,0,22.8,12.61,1,#
*,9002,15/06/2015,02:00:12,659.51,-99.99,0,0,22.5,12.71,1,#
*,9002,15/06/2015,03:00:12,659.51,-99.99,0,0,22.5,12.69,1,#
*,9002,15/06/2015,04:00:12,659.51,-99.99,0,0,22.8,12.67,1,#
*,9002,15/06/2015,05:00:12,659.5,-99.99,0,0,22.8,12.72,1,#
*,9002,15/06/2015,06:00:12,659.51,-99.99,0,0,22.8,12.69,1,#
*,9002,15/06/2015,07:00:12,659.51,-99.99,0,0,23,12.75,0,#
*,9002,15/06/2015,08:00:12,659.51,-99.99,0,0,23.5,13.14,0,#
*,9002,15/06/2015,09:00:12,659.51,-99.99,0,0,25.3,13.07,0,#
*,9002,15/06/2015,10:00:12,659.51,-99.99,0,0,27,12.58,0,#
*,9002,15/06/2015,11:00:12,659.5,-99.99,0,0,27.3,13.9,0,#
*,9002,15/06/2015,12:00:12,659.51,-99.99,0,0,28.3,13.4,0,#
*,9002,15/06/2015,13:00:12,659.51,-99.99,0,0,26.5,13.78,0,#
*,9002,15/06/2015,14:00:12,659.51,-99.99,0,0,25.5,13.5,0,#
*,9002,15/06/2015,15:00:12,659.51,-99.99,0,0,25.5,13.41,0,#
*,9002,15/06/2015,16:00:12,659.51,-99.99,0,0,25.8,13.21,0,#
*,9002,15/06/2015,17:00:12,659.51,-99.99,0,0,26.5,12.26,0,#
*,9002,15/06/2015,18:00:12,659.51,-99.99,0,0,26.3,12.13,0,#
*,9002,15/06/2015,19:00:12,659.51,-99.99,0,0,25.3,12.53,0,#
*,9002,15/06/2015,20:00:12,659.51,-99.99,0,0,24.5,12.62,1,#
*,9002,15/06/2015,21:00:12,659.51,-99.99,0,0,24,12.66,1,#
*,9002,15/06/2015,22:00:12,659.51,-99.99,0,0,23.8,12.63,1,#
*,9002,15/06/2015,23:00:12,659.51,-99.99,0,0,23.3,12.63,1,#
*,9002,16/06/2015,00:00:12,659.5,-99.99,0,0,23,12.67,1,#
*,9002,16/06/2015,01:00:12,659.49,-99.99,0,0,22.8,12.67,1,#
*,9002,16/06/2015,02:00:12,659.49,-99.99,0,0,22.5,12.67,1,#
*,9002,16/06/2015,03:00:12,659.49,-99.99,0,0,22.8,12.64,1,#
*,9002,16/06/2015,04:00:12,659.5,-99.99,0,0,22.8,12.62,1,#
*,9002,16/06/2015,05:00:12,659.5,-99.99,0,0,22.8,12.65,1,#
*,9002,16/06/2015,06:00:12,659.5,-99.99,0,0,22.5,12.74,1,#
*,9002,16/06/2015,07:00:12,659.5,-99.99,0,0,22.8,12.9,0,#
*,9002,16/06/2015,08:00:12,659.5,-99.99,0,0,23.5,13.68,0,#
*,9002,16/06/2015,09:00:12,659.5,-99.99,0,0,25,13.43,0,#
*,9002,16/06/2015,10:00:12,659.5,-99.99,0,0,26,13.09,0,#
*,9002,16/06/2015,11:00:12,659.5,-99.99,0,0,27.8,13.29,0,#
*,9002,16/06/2015,13:00:12,659.5,-99.99,0,0,29.3,12.95,0,#
*,9002,16/06/2015,14:00:12,659.5,-99.99,0,0,29.5,13.49,0,#
*,9002,16/06/2015,15:00:12,659.49,-99.99,0,0,28.3,13.67,0,#
*,9002,16/06/2015,16:00:12,659.5,-99.99,0,0,27.8,13.45,0,#
*,9002,16/06/2015,17:00:12,659.5,-99.99,0,0,27.5,12.86,0,#
*,9002,16/06/2015,18:00:12,659.5,-99.99,0,0,27.8,11.96,0,#
*,9002,16/06/2015,19:00:12,659.49,-99.99,0,0,26.5,12.22,0,#
*,9002,16/06/2015,20:00:12,659.49,-99.99,0,0,25.5,12.31,1,#
*,9002,16/06/2015,21:00:12,659.49,-99.99,0,0,24.8,12.32,1,#
*,9002,16/06/2015,22:00:12,659.49,-99.99,0,0,24.5,12.39,1,#
*,9002,16/06/2015,23:00:12,659.49,-99.99,0,0,24,12.44,1,#
*,9002,17/06/2015,00:00:12,659.49,-99.99,0,0,23.8,12.42,1,#
*,9002,17/06/2015,01:00:12,659.49,-99.99,0,0,23.5,12.49,1,#
*,9002,17/06/2015,02:00:12,659.49,-99.99,0,0,23.5,12.53,1,#
*,9002,17/06/2015,03:00:12,659.49,-99.99,0,0,23.5,12.58,1,#
*,9002,17/06/2015,04:00:12,659.5,-99.99,0,0,23,12.62,1,#
*,9002,17/06/2015,05:00:12,659.49,-99.99,0,0,22.5,12.59,1,#
*,9002,17/06/2015,06:00:12,659.49,-99.99,0,0,22.3,12.67,1,#
*,9002,17/06/2015,07:00:12,659.5,-99.99,0,0,22.8,12.88,0,#
*,9002,17/06/2015,08:00:12,659.49,-99.99,0,0,23.3,13.06,0,#
*,9002,17/06/2015,09:00:12,659.5,-99.99,0,0,25,12.93,0,#
*,9002,17/06/2015,10:00:12,659.5,-99.99,0,0,26,13.07,0,#
*,9002,17/06/2015,11:00:12,659.49,-99.99,0,0,26.8,13.6,0,#
*,9002,17/06/2015,12:00:12,659.49,-99.99,0,0,27,13.48,0,#
*,9002,17/06/2015,13:00:12,659.5,-99.99,0,0,27.3,13.36,0,#
*,9002,17/06/2015,14:00:12,659.49,-99.99,0,0,27.3,13.57,0,#
*,9002,17/06/2015,15:00:12,659.5,-99.99,0,0,26.8,13.44,0,#
*,9002,17/06/2015,16:00:12,659.49,-99.99,0,0,27,13.09,0,#
*,9002,17/06/2015,17:00:12,659.5,-99.99,0,0,26.3,12.86,0,#
*,9002,17/06/2015,18:00:12,659.5,-99.99,0,0,25.3,13.05,0,#
*,9002,17/06/2015,19:00:12,659.5,-99.99,0,0,24.8,12.71,0,#
*,9002,17/06/2015,20:00:12,659.5,-99.99,0,0,24,12.64,1,#
*,9002,17/06/2015,21:00:12,659.5,-99.99,0,0,23.5,12.61,1,#
*,9002,17/06/2015,22:00:12,659.49,-99.99,0,0,23,12.7,1,#
*,9002,17/06/2015,23:00:12,659.5,-99.99,0,0,22.8,12.6,1,#
*,9002,18/06/2015,00:00:12,659.5,-99.99,0,0,22.8,12.61,1,#
*,9002,18/06/2015,01:00:12,659.5,-99.99,0,0,23,12.72,1,#
*,9002,18/06/2015,02:00:12,659.5,-99.99,0,0,22.8,12.68,1,#
*,9002,18/06/2015,03:00:12,659.5,-99.99,0,0,22.5,12.63,1,#
*,9002,18/06/2015,04:00:12,659.5,-99.99,0,0,22,12.7,1,#
*,9002,18/06/2015,05:00:12,659.5,-99.99,0,0,21.8,12.66,1,#
*,9002,18/06/2015,06:00:12,659.5,-99.99,0,0,22.3,12.63,1,#
*,9002,18/06/2015,07:00:12,659.5,-99.99,0,0,22.5,12.9,0,#
*,9002,18/06/2015,08:00:12,659.5,-99.99,0,0,22.8,12.91,0,#
*,9002,18/06/2015,09:00:12,659.5,-99.99,0,0,23,12.92,0,#
*,9002,18/06/2015,10:00:12,659.5,-99.99,0,0,24,13.73,0,#
*,9002,18/06/2015,11:00:12,659.5,-99.99,0,0,24.8,12.98,0,#
*,9002,18/06/2015,12:00:12,659.5,-99.99,0,0,26,13.49,0,#
*,9002,18/06/2015,13:00:12,659.5,-99.99,0,0,26.3,13.75,0,#
*,9002,18/06/2015,14:00:12,659.5,-99.99,0,0,26,13.58,0,#
*,9002,18/06/2015,15:00:12,659.51,-99.99,0,0,25,13.63,0,#
*,9002,18/06/2015,16:00:12,659.5,-99.99,0,0,24.8,13.19,0,#
*,9002,18/06/2015,17:00:12,659.5,-99.99,0,0,25.3,11.99,0,#
*,9002,18/06/2015,18:00:12,659.51,-99.99,0,0,25,12.22,0,#
*,9002,18/06/2015,19:00:12,659.5,-99.99,0,0,24,12.75,0,#
*,9002,18/06/2015,20:00:12,659.5,-99.99,0,0,23,12.63,1,#
*,9002,18/06/2015,21:00:12,659.5,-99.99,0,0,23,12.69,1,#
*,9002,18/06/2015,22:00:12,659.5,-99.99,0,0,23,12.67,1,#
*,9002,18/06/2015,23:00:12,659.5,-99.99,0,0,23,12.69,1,#
*,9002,19/06/2015,00:00:12,659.5,-99.99,0,0,23.3,12.61,1,#
*,9002,19/06/2015,01:00:12,659.5,-99.99,0,0,23,12.79,1,#
*,9002,19/06/2015,02:00:12,659.5,-99.99,0,0,22.8,12.67,1,#
*,9002,19/06/2015,03:00:12,659.51,-99.99,0,0,22.5,12.68,1,#
*,9002,19/06/2015,05:00:12,659.51,-99.99,0,0,22.3,12.65,1,#
*,9002,19/06/2015,06:00:12,659.5,-99.99,0,0,22.3,12.72,1,#
*,9002,19/06/2015,07:00:12,659.5,-99.99,0,0,22.3,12.97,0,#
*,9002,19/06/2015,08:00:12,659.51,-99.99,0,0,22.5,12.89,0,#
*,9002,19/06/2015,09:00:12,659.51,-99.99,0,0,23.8,13.29,0,#
*,9002,19/06/2015,10:00:12,659.5,-99.99,0,0,25.5,13.73,0,#
*,9002,19/06/2015,11:00:12,659.51,-99.99,0,0,26.3,13.2,0,#
*,9002,19/06/2015,12:00:12,659.51,-99.99,0,0,26.8,13.75,0,#
*,9002,19/06/2015,13:00:12,659.5,-99.99,0,0,27.5,13.23,0,#
*,9002,19/06/2015,14:00:12,659.51,-99.99,0,0,26.5,12.98,0,#
*,9002,19/06/2015,15:00:12,659.5,-99.99,0,0,26,12.95,0,#
*,9002,19/06/2015,16:00:12,659.5,-99.99,0,0,26.5,13.39,0,#
*,9002,19/06/2015,17:00:12,659.5,-99.99,0,0,26.3,12.57,0,#
*,9002,19/06/2015,18:00:12,659.5,-99.99,0,0,25.5,12.34,0,#
*,9002,19/06/2015,19:00:12,659.51,-99.99,0,0,24.3,12.75,0,#
*,9002,19/06/2015,20:00:12,659.5,-99.99,0,0,23,12.66,1,#
*,9002,19/06/2015,21:00:12,659.5,-99.99,0,0,22.5,12.68,1,#
*,9002,19/06/2015,22:00:12,659.51,-99.99,0,0,22.3,12.63,1,#
*,9002,19/06/2015,23:00:12,659.5,-99.99,0,0,22.3,12.59,1,#
*,9002,20/06/2015,00:00:12,659.5,-99.99,0,0,22.3,12.7,1,#
*,9002,20/06/2015,01:00:12,659.5,-99.99,0,0,22.5,12.68,1,#
*,9002,20/06/2015,02:00:12,659.5,-99.99,0,0,22.5,12.7,1,#
*,9002,20/06/2015,03:00:12,659.51,-99.99,0,0,22.5,12.71,1,#
*,9002,20/06/2015,04:00:12,659.5,-99.99,0,0,22,12.73,1,#
*,9002,20/06/2015,05:00:12,659.5,-99.99,0,0,22,12.65,1,#
*,9002,20/06/2015,06:00:12,659.51,-99.99,0,0,22.3,12.66,1,#
*,9002,20/06/2015,07:00:12,659.5,-99.99,0,0,22.3,12.76,0,#
*,9002,20/06/2015,08:00:12,659.5,-99.99,0,0,22.5,13.09,0,#
*,9002,20/06/2015,09:00:12,659.5,-99.99,0,0,23.5,13.28,0,#
*,9002,20/06/2015,10:00:12,659.5,-99.99,0,0,24.5,13.21,0,#
*,9002,20/06/2015,11:00:12,659.5,-99.99,0,0,25.8,13.45,0,#
*,9002,20/06/2015,12:00:12,659.45,-99.99,0,0,25.5,13.5,0,#
*,9002,20/06/2015,13:00:12,659.33,-99.99,0,0,24.8,13.17,0,#
*,9002,20/06/2015,14:00:12,659.33,-99.99,0,0,25.5,13.23,0,#
*,9002,20/06/2015,15:00:12,659.33,-99.99,0,0,26,12.28,0,#
*,9002,20/06/2015,16:00:12,659.33,-99.99,0,0,24.8,12.91,0,#
*,9002,20/06/2015,17:00:12,659.33,-99.99,0,0,23.8,12.89,0,#
*,9002,20/06/2015,18:00:12,659.33,-99.99,0,0,23.3,12.74,0,#
*,9002,20/06/2015,19:00:12,659.33,-99.99,0,0,23,12.65,0,#
*,9002,20/06/2015,20:00:12,659.33,-99.99,0,0,22.8,12.64,1,#
*,9002,20/06/2015,21:00:12,659.33,-99.99,0,0,22.8,12.69,1,#
*,9002,20/06/2015,23:00:12,659.33,-99.99,0,0,22.8,12.7,1,#
*,9002,21/06/2015,00:00:12,659.33,-99.99,0,0,22.8,12.72,1,#
*,9002,21/06/2015,01:00:12,659.33,-99.99,0,0,22.5,12.61,1,#
*,9002,21/06/2015,02:00:12,659.33,-99.99,0,0,22.5,12.66,1,#
*,9002,21/06/2015,03:00:12,659.33,-99.99,0,0,22.5,12.67,1,#
*,9002,21/06/2015,04:00:12,659.32,-99.99,0,0,22.3,12.68,1,#
*,9002,21/06/2015,05:00:12,659.32,-99.99,0,0,22.3,12.67,1,#
*,9002,21/06/2015,06:00:12,659.32,-99.99,0,0,22.3,12.67,1,#
*,9002,21/06/2015,07:00:12,659.32,-99.99,0,0,22.3,12.67,0,#
*,9002,21/06/2015,08:00:12,659.32,-99.99,0,0,22.5,12.94,0,#
*,9002,21/06/2015,09:00:12,659.33,-99.99,0,0,22.8,12.96,0,#
*,9002,21/06/2015,10:00:12,659.32,-99.99,0,0,23.8,12.79,0,#
*,9002,21/06/2015,11:00:12,659.32,-99.99,0,0,24.3,13.28,0,#
*,9002,21/06/2015,12:00:12,659.32,-99.99,0,0,25,13.06,0,#
*,9002,21/06/2015,13:00:12,659.33,-99.99,0,0,24.8,12.74,0,#
*,9002,21/06/2015,14:00:12,659.33,-99.99,0,0,23.5,12.9,0,#
*,9002,21/06/2015,15:00:12,659.33,-99.99,0,0,23,12.83,0,#
*,9002,21/06/2015,16:00:12,659.33,-99.99,0,0,22.5,12.77,0,#
*,9002,21/06/2015,17:00:12,659.33,-99.99,0,0,22.3,12.74,0,#
*,9002,21/06/2015,18:00:12,659.33,-99.99,0,0,22.3,12.75,0,#
*,9002,21/06/2015,19:00:12,659.33,-99.99,0,0,22.3,12.69,0,#
*,9002,21/06/2015,20:00:12,659.32,-99.99,0,0,22.8,12.67,1,#
*,9002,21/06/2015,21:00:12,659.32,-99.99,0,0,23,12.66,1,#
*,9002,21/06/2015,22:00:12,659.33,-99.99,0,0,23,12.65,1,#
*,9002,21/06/2015,23:00:12,659.33,-99.99,0,0,22.5,12.7,1,#
*,9002,22/06/2015,00:00:12,659.32,-99.99,0,0,22.3,12.72,1,#
*,9002,22/06/2015,01:00:12,659.33,-99.99,0,0,22,12.71,1,#
*,9002,22/06/2015,02:00:12,659.31,-99.99,0,0,21.8,12.66,1,#
*,9002,22/06/2015,03:00:12,659.32,-99.99,0,0,21.8,12.68,1,#
*,9002,22/06/2015,04:00:12,659.31,-99.99,0,0,22,12.64,1,#
*,9002,22/06/2015,05:00:12,659.32,-99.99,0,0,22,12.69,1,#
*,9002,22/06/2015,08:00:12,659.31,-99.99,0,0,23,13.02,0,#
*,9002,22/06/2015,09:00:12,659.31,-99.99,0,0,23.5,13.24,0,#
*,9002,22/06/2015,11:00:12,659.33,-99.99,0,0,24.3,13.07,0,#
*,9002,22/06/2015,12:00:12,659.33,-99.99,0,0,24.3,13.33,0,#
*,9002,22/06/2015,13:00:12,659.32,-99.99,0,0,25.3,12.78,0,#
*,9002,22/06/2015,14:00:12,659.32,-99.99,0,0,25,12.21,0,#
*,9002,22/06/2015,15:00:12,659.33,-99.99,0,0,25.3,13.14,0,#
*,9002,22/06/2015,16:00:12,659.32,-99.99,0,0,25.8,13.13,0,#
*,9002,22/06/2015,17:00:12,659.33,-99.99,0,0,25.5,13,0,#
*,9002,22/06/2015,18:00:12,659.33,-99.99,0,0,24.8,12.92,0,#
*,9002,22/06/2015,19:00:12,659.33,-99.99,0,0,24.3,12.24,0,#
*,9002,22/06/2015,20:00:12,659.33,-99.99,0,0,23.8,11.8,1,#
*,9002,22/06/2015,21:00:12,659.33,-99.99,0,0,23.3,11.93,1,#
*,9002,22/06/2015,22:00:12,659.31,-99.99,0,0,23,12.23,1,#
*,9002,22/06/2015,23:00:12,659.3,-99.99,0,0,23,12.3,1,#
*,9002,23/06/2015,00:00:12,659.3,-99.99,0,0,22.8,12.36,1,#
*,9002,23/06/2015,01:00:12,659.3,-99.99,0,0,22.8,12.17,1,#
*,9002,23/06/2015,02:00:12,659.31,-99.99,0,0,22.5,12.32,1,#
*,9002,23/06/2015,03:00:12,659.31,-99.99,0,0,22.5,12.12,1,#
*,9002,23/06/2015,04:00:12,659.3,-99.99,0,0,22.8,11.93,1,#
*,9002,23/06/2015,05:00:12,659.31,-99.99,0,0,22.8,12.06,1,#
*,9002,23/06/2015,06:00:12,659.31,-99.99,0,0,22.5,12.21,1,#
*,9002,23/06/2015,07:00:12,659.31,-99.99,0,0,22.5,12.24,0,#
*,9002,23/06/2015,08:00:12,659.31,-99.99,0,0,22.3,12.63,0,#
*,9002,23/06/2015,09:00:12,659.31,-99.99,0,0,22.8,12.94,0,#
*,9002,23/06/2015,10:00:12,659.31,-99.99,0,0,23.3,13.36,0,#
*,9002,23/06/2015,11:00:12,659.31,-99.99,0,0,23.8,12.8,0,#
*,9002,23/06/2015,12:00:12,659.31,-99.99,0,0,24.3,12.26,0,#
*,9002,23/06/2015,13:00:12,659.32,-99.99,0,0,24.5,12.62,0,#
*,9002,23/06/2015,14:00:12,659.31,-99.99,0,0,25.5,12.95,0,#
*,9002,23/06/2015,15:00:12,659.31,-99.99,0,0,25,13.13,0,#
*,9002,23/06/2015,16:00:12,659.31,-99.99,0,0,23.8,13.02,0,#
*,9002,23/06/2015,17:00:12,659.31,-99.99,0,0,23.3,12.94,0,#
*,9002,23/06/2015,18:00:12,659.3,-99.99,0,0,23,12.99,0,#
*,9002,23/06/2015,19:00:12,659.3,-99.99,0,0,23,12.63,1,#
*,9002,23/06/2015,20:00:12,659.31,-99.99,0,0,22.3,12.68,1,#
*,9002,23/06/2015,21:00:12,659.31,-99.99,0,0,22,12.5,1,#
*,9002,23/06/2015,22:00:12,659.31,-99.99,0,0,22.3,12.67,1,#
*,9002,23/06/2015,23:00:12,659.32,-99.99,0,0,22.5,12.6,1,#
*,9002,24/06/2015,00:00:12,659.31,-99.99,0,0,22.8,12.7,1,#
*,9002,24/06/2015,01:00:12,659.31,-99.99,0,0,23,12.57,1,#
*,9002,24/06/2015,02:00:12,659.32,-99.99,0,0,22.8,12.67,1,#
*,9002,24/06/2015,03:00:12,659.32,-99.99,0,0,22.8,12.73,1,#
*,9002,24/06/2015,04:00:12,659.31,-99.99,0,0,22.8,12.68,1,#
*,9002,24/06/2015,05:00:12,659.31,-99.99,0,0,22.8,12.75,1,#
*,9002,24/06/2015,06:00:12,659.31,-99.99,0,0,22.5,12.75,1,#
*,9002,24/06/2015,07:00:12,659.31,-99.99,0,0,22.8,12.81,0,#
*,9002,24/06/2015,08:00:12,659.33,-99.99,0,0,22.8,12.95,0,#
*,9002,24/06/2015,09:00:12,659.32,-99.99,0,0,23,13.02,0,#
*,9002,24/06/2015,10:00:12,659.33,-99.99,0,0,23.8,12.55,0,#
*,9002,24/06/2015,11:00:12,659.34,-99.99,0,0,24,13.52,0,#
*,9002,24/06/2015,12:00:12,659.32,-99.99,0,0,24.5,13.52,0,#
*,9002,24/06/2015,13:00:12,659.32,-99.99,0,0,24.3,13.64,0,#
*,9002,24/06/2015,14:00:12,659.33,-99.99,0,0,25,13.44,0,#
*,9002,24/06/2015,15:00:12,659.33,-99.99,0,0,25.8,13.49,0,#
*,9002,24/06/2015,16:00:12,659.33,-99.99,0,0,25.5,13.05,0,#
*,9002,24/06/2015,17:00:12,659.32,-99.99,0,0,25.3,12.29,0,#
*,9002,24/06/2015,18:00:12,659.32,-99.99,0,0,24.5,12.67,0,#
*,9002,24/06/2015,19:00:12,659.32,-99.99,0,0,23.8,12.59,0,#
*,9002,24/06/2015,20:00:12,659.33,-99.99,0,0,23,12.61,1,#
*,9002,24/06/2015,21:00:12,659.33,-99.99,0,0,22.5,12.74,1,#
*,9002,24/06/2015,22:00:12,659.32,-99.99,0,0,22.8,12.71,1,#
*,9002,24/06/2015,23:00:12,659.32,-99.99,0,0,23,12.68,1,#
*,9002,25/06/2015,00:00:12,659.32,-99.99,0,0,23,12.66,1,#
*,9002,25/06/2015,01:00:12,659.33,-99.99,0,0,22.8,12.63,1,#
*,9002,25/06/2015,02:00:12,659.33,-99.99,0,0,22.8,12.66,1,#
*,9002,25/06/2015,03:00:12,659.33,-99.99,0,0,22.8,12.67,1,#
*,9002,25/06/2015,04:00:12,659.32,-99.99,0,0,22.5,12.67,1,#
*,9002,25/06/2015,05:00:12,659.32,-99.99,0,0,22.8,12.62,1,#
*,9002,25/06/2015,06:00:12,659.33,-99.99,0,0,22.5,12.7,0,#
*,9002,25/06/2015,07:00:12,659.33,-99.99,0,0,22.5,12.97,0,#
*,9002,25/06/2015,08:00:12,659.33,-99.99,0,0,23.5,12.32,0,#
*,9002,25/06/2015,09:00:12,659.33,-99.99,0,0,24.3,13.14,0,#
*,9002,25/06/2015,10:00:12,659.33,-99.99,0,0,25.3,12.97,0,#
*,9002,25/06/2015,11:00:12,659.33,-99.99,0,0,25.5,13.07,0,#
*,9002,25/06/2015,12:00:12,659.33,-99.99,0,0,26,12.96,0,#
*,9002,25/06/2015,13:00:12,659.33,-99.99,0,0,26.8,13.9,0,#
*,9002,25/06/2015,14:00:12,659.33,-99.99,0,0,28.3,13.91,0,#
*,9002,25/06/2015,15:00:12,659.33,-99.99,0,0,28.8,12.85,0,#
*,9002,25/06/2015,16:00:12,659.33,-99.99,0,0,27.8,13.35,0,#
*,9002,25/06/2015,17:00:12,659.33,-99.99,0,0,26.8,12.92,0,#
*,9002,25/06/2015,18:00:12,659.33,-99.99,0,0,25.8,12.96,0,#
*,9002,25/06/2015,19:00:12,659.33,-99.99,0,0,25,12.67,0,#
*,9002,25/06/2015,20:00:12,659.32,-99.99,0,0,24.3,12.67,1,#
*,9002,25/06/2015,21:00:12,659.33,-99.99,0,0,24,12.71,1,#
*,9002,25/06/2015,22:00:12,659.33,-99.99,0,0,23.8,12.65,1,#
*,9002,25/06/2015,23:00:12,659.33,-99.99,0,0,23.8,12.75,1,#
*,9002,26/06/2015,00:00:12,659.33,-99.99,0,0,23.5,12.66,1,#
*,9002,26/06/2015,01:00:12,659.32,-99.99,0,0,23.5,12.67,1,#
*,9002,26/06/2015,02:00:12,659.32,-99.99,0,0,23.5,12.64,1,#
*,9002,26/06/2015,03:00:12,659.33,-99.99,0,0,23.8,12.63,1,#
*,9002,26/06/2015,04:00:12,659.33,-99.99,0,0,23.8,12.64,1,#
*,9002,26/06/2015,05:00:12,659.33,-99.99,0,0,23.8,12.63,1,#
*,9002,26/06/2015,06:00:12,659.33,-99.99,0,0,23.5,12.59,1,#
*,9002,26/06/2015,07:00:12,659.33,-99.99,0,0,23.8,12.95,0,#
*,9002,26/06/2015,08:00:12,659.34,-99.99,0,0,24.3,12.68,0,#
*,9002,26/06/2015,09:00:12,659.33,-99.99,0,0,24.8,13.51,0,#
*,9002,26/06/2015,10:00:12,659.34,-99.99,0,0,25.5,13.22,0,#
*,9002,26/06/2015,11:00:12,659.33,-99.99,0,0,25.8,13.75,0,#
*,9002,26/06/2015,12:00:12,659.34,-99.99,0,0,26.3,12.99,0,#
*,9002,26/06/2015,13:00:12,659.34,-99.99,0,0,27.3,13.35,0,#
*,9002,26/06/2015,14:00:12,659.34,-99.99,0,0,27.8,13.36,0,#
*,9002,26/06/2015,15:00:12,659.34,-99.99,0,0,27,13.84,0,#
*,9002,26/06/2015,16:00:12,659.34,-99.99,0,0,26.5,12.98,0,#
*,9002,26/06/2015,18:00:12,659.34,-99.99,0,0,27.3,12.05,0,#
*,9002,26/06/2015,19:00:12,659.34,-99.99,0,0,26,12.69,0,#
*,9002,26/06/2015,20:00:12,659.34,-99.99,0,0,24.8,12.65,1,#
*,9002,26/06/2015,21:00:12,659.34,-99.99,0,0,24.3,12.69,1,#
*,9002,26/06/2015,23:00:12,659.34,-99.99,0,0,23.8,12.67,1,#
*,9002,27/06/2015,00:00:12,659.33,-99.99,0,0,23.5,12.63,1,#
*,9002,27/06/2015,01:00:12,659.34,-99.99,0,0,23.5,12.71,1,#
*,9002,27/06/2015,02:00:12,659.34,-99.99,0,0,23.5,12.65,1,#
*,9002,27/06/2015,03:00:12,659.33,-99.99,0,0,23.5,12.67,1,#
*,9002,27/06/2015,04:00:12,659.33,-99.99,0,0,23.5,12.58,1,#
*,9002,27/06/2015,06:00:12,659.34,-99.99,0,0,23.5,12.67,1,#
*,9002,27/06/2015,07:00:12,659.34,-99.99,0,0,23.5,12.91,0,#
*,9002,27/06/2015,08:00:12,659.35,-99.99,0,0,24.3,13.27,0,#
*,9002,27/06/2015,10:00:12,659.34,-99.99,0,0,26.5,13.03,0,#
*,9002,27/06/2015,11:00:12,659.34,-99.99,0,0,27,12.97,0,#
*,9002,27/06/2015,12:00:12,659.34,-99.99,0,0,27.8,13.47,0,#
*,9002,27/06/2015,13:00:12,659.34,-99.99,0,0,28.8,13.36,0,#
*,9002,27/06/2015,14:00:12,659.35,-99.99,0,0,29,13.36,0,#
*,9002,27/06/2015,15:00:12,659.34,-99.99,0,0,29.3,13.25,0,#
*,9002,27/06/2015,16:00:12,659.35,-99.99,0,0,29.3,13.8,0,#
*,9002,27/06/2015,17:00:12,659.35,-99.99,0,0,28.8,13.52,0,#
*,9002,27/06/2015,18:00:12,659.35,-99.99,0,0,27.8,12.69,0,#
*,9002,27/06/2015,19:00:12,659.34,-99.99,0,0,26.8,12.63,0,#
*,9002,27/06/2015,20:00:12,659.34,-99.99,0,0,25.8,12.65,1,#
*,9002,27/06/2015,21:00:12,659.34,-99.99,0,0,25,12.67,1,#
*,9002,27/06/2015,22:00:12,659.34,-99.99,0,0,24.5,12.67,1,#
*,9002,27/06/2015,23:00:12,659.34,-99.99,0,0,24.3,12.66,1,#
*,9002,28/06/2015,00:00:12,659.34,-99.99,0,0,24,12.64,1,#
*,9002,28/06/2015,01:00:12,659.34,-99.99,0,0,24,12.58,1,#
*,9002,28/06/2015,02:00:12,659.34,-99.99,0,0,23.8,12.56,1,#
*,9002,28/06/2015,03:00:12,659.34,-99.99,0,0,23.5,12.59,1,#
*,9002,28/06/2015,04:00:12,659.34,-99.99,0,0,23.5,12.66,1,#
*,9002,28/06/2015,05:00:12,659.34,-99.99,0,0,23.3,12.7,1,#
*,9002,28/06/2015,06:00:12,659.34,-99.99,0,0,23,12.67,1,#
*,9002,28/06/2015,07:00:12,659.34,-99.99,0,0,23.3,12.83,0,#
*,9002,28/06/2015,09:00:12,659.34,-99.99,0,0,26,13.11,0,#
*,9002,28/06/2015,10:00:12,659.35,-99.99,0,0,26.8,13.87,0,#
*,9002,28/06/2015,11:00:12,659.35,-99.99,0,0,28,13.79,0,#
*,9002,28/06/2015,12:00:12,659.35,-99.99,0,0,28.8,13.89,0,#
*,9002,28/06/2015,13:00:12,659.35,-99.99,0,0,30.3,13.31,0,#
*,9002,28/06/2015,14:00:12,659.35,-99.99,0,0,30.8,13,0,#
*,9002,28/06/2015,15:00:12,659.34,-99.99,0,0,31,13.81,0,#
*,9002,28/06/2015,16:00:12,659.34,-99.99,0,0,31,13.67,0,#
*,9002,28/06/2015,17:00:12,659.35,-99.99,0,0,30,13.1,0,#
*,9002,28/06/2015,18:00:12,659.35,-99.99,0,0,30.3,12.58,0,#
