Start Character,StationID,Date,Time,Canal Level,Discharge Rate,Level Sensor Alarm,High Level Alarm,Internal Temperature,Battery Voltage,Powewr Fail,End Character
*,9002,01/01/2015,00:00:14,659.39,-99.99,0,0,20,12.98,1,#
*,9002,01/01/2015,01:00:12,659.39,-99.99,0,0,19.5,12.9,1,#
*,9002,01/01/2015,02:00:12,659.39,-99.99,0,0,19.3,12.98,1,#
*,9002,01/01/2015,04:00:12,659.39,-99.99,0,0,18.3,13.02,1,#
*,9002,01/01/2015,05:00:12,659.39,-99.99,0,0,17.3,12.96,1,#
*,9002,01/01/2015,06:00:12,659.39,-99.99,0,0,16.8,13.05,1,#
*,9002,01/01/2015,07:00:12,659.38,-99.99,0,0,16.5,13.03,1,#
*,9002,01/01/2015,08:00:12,659.39,-99.99,0,0,16.8,13.09,0,#
*,9002,01/01/2015,09:00:12,659.39,-99.99,0,0,17,12.97,0,#
*,9002,01/01/2015,10:00:12,659.39,-99.99,0,0,18.3,12.44,0,#
*,9002,01/01/2015,11:00:12,659.39,-99.99,0,0,20,13.02,0,#
*,9002,01/01/2015,12:00:12,659.39,-99.99,0,0,21,13.26,0,#
*,9002,01/01/2015,13:00:12,659.38,-99.99,0,0,22.5,12.4,0,#
*,9002,01/01/2015,14:00:12,659.38,-99.99,0,0,22.3,13.52,0,#
*,9002,01/01/2015,15:00:12,659.39,-99.99,0,0,24.3,13.48,0,#
*,9002,01/01/2015,16:00:12,659.38,-99.99,0,0,24.5,12.22,0,#
*,9002,01/01/2015,17:00:12,659.38,-99.99,0,0,23.3,13.32,0,#
*,9002,01/01/2015,18:00:12,659.38,-99.99,0,0,22.5,13.01,0,#
*,9002,01/01/2015,19:00:12,659.38,-99.99,0,0,20.8,12.98,1,#
*,9002,01/01/2015,20:00:12,659.39,-99.99,0,0,19,12.95,1,#
*,9002,01/01/2015,21:00:12,659.38,-99.99,0,0,18,12.93,1,#
*,9002,01/01/2015,22:00:12,659.38,-99.99,0,0,17.3,12.96,1,#
*,9002,01/01/2015,23:00:12,659.38,-99.99,0,0,17,12.98,1,#
*,9002,02/01/2015,00:00:12,659.39,-99.99,0,0,17.3,13.02,1,#
*,9002,02/01/2015,01:00:12,659.38,-99.99,0,0,17.5,12.97,1,#
*,9002,02/01/2015,02:00:12,659.38,-99.99,0,0,17.5,13,1,#
*,9002,02/01/2015,03:00:12,659.38,-99.99,0,0,17.3,13.06,1,#
*,9002,02/01/2015,04:00:12,659.38,-99.99,0,0,16.5,12.94,1,#
*,9002,02/01/2015,05:00:12,659.38,-99.99,0,0,15.8,13.04,1,#
*,9002,02/01/2015,06:00:12,659.38,-99.99,0,0,15.3,13.01,1,#
*,9002,02/01/2015,07:00:12,659.38,-99.99,0,0,15,13.07,1,#
*,9002,02/01/2015,08:00:12,659.38,-99.99,0,0,15,13.12,0,#
*,9002,02/01/2015,09:00:12,659.38,-99.99,0,0,17,13.18,0,#
*,9002,02/01/2015,10:00:12,659.38,-99.99,0,0,20,13.79,0,#
*,9002,02/01/2015,11:00:12,659.38,-99.99,0,0,22.5,13.75,0,#
*,9002,02/01/2015,12:00:12,659.38,-99.99,0,0,25.5,12.97,0,#
*,9002,02/01/2015,13:00:12,659.38,-99.99,0,0,28.8,12.93,0,#
*,9002,02/01/2015,14:00:12,659.38,-99.99,0,0,30.3,13.2,0,#
*,9002,02/01/2015,15:00:12,659.38,-99.99,0,0,28,13.2,0,#
*,9002,02/01/2015,16:00:12,659.38,-99.99,0,0,27.3,13.7,0,#
*,9002,02/01/2015,17:00:12,659.39,-99.99,0,0,28.3,13.07,0,#
*,9002,02/01/2015,18:00:12,659.39,-99.99,0,0,25.8,12.94,0,#
*,9002,02/01/2015,19:00:12,659.39,-99.99,0,0,23.3,12.99,1,#
*,9002,02/01/2015,20:00:12,659.39,-99.99,0,0,21.8,12.94,1,#
*,9002,02/01/2015,21:00:12,659.38,-99.99,0,0,20.5,12.91,1,#
*,9002,02/01/2015,22:00:12,659.38,-99.99,0,0,20,12.91,1,#
*,9002,02/01/2015,23:00:12,659.38,-99.99,0,0,19,12.96,1,#
*,9002,03/01/2015,00:00:12,659.38,-99.99,0,0,18.5,12.93,1,#
*,9002,03/01/2015,01:00:12,659.38,-99.99,0,0,18,13.01,1,#
*,9002,03/01/2015,02:00:12,659.38,-99.99,0,0,17.5,12.95,1,#
*,9002,03/01/2015,03:00:12,659.38,-99.99,0,0,17,12.97,1,#
*,9002,03/01/2015,04:00:12,659.38,-99.99,0,0,16.8,12.98,1,#
*,9002,03/01/2015,05:00:12,659.38,-99.99,0,0,16.8,13.03,1,#
*,9002,03/01/2015,06:00:12,659.38,-99.99,0,0,16.3,12.97,1,#
*,9002,03/01/2015,07:00:12,659.38,-99.99,0,0,15.5,13.02,1,#
*,9002,03/01/2015,08:00:12,659.38,-99.99,0,0,15.3,13.24,0,#
*,9002,03/01/2015,09:00:12,659.38,-99.99,0,0,16.8,12.17,0,#
*,9002,03/01/2015,10:00:12,659.38,-99.99,0,0,19.5,13.5,0,#
*,9002,03/01/2015,11:00:12,659.38,-99.99,0,0,23.3,13.41,0,#
*,9002,03/01/2015,12:00:12,659.38,-99.99,0,0,27,13.2,0,#
*,9002,03/01/2015,13:00:12,659.38,-99.99,0,0,29.3,13.21,0,#
*,9002,03/01/2015,14:00:12,659.38,-99.99,0,0,31.5,12.88,0,#
*,9002,03/01/2015,15:00:12,659.38,-99.99,0,0,34.3,12.93,0,#
*,9002,03/01/2015,16:00:12,659.38,-99.99,0,0,37.3,12.86,0,#
*,9002,03/01/2015,17:00:12,659.39,-99.99,0,0,35,12.94,0,#
*,9002,03/01/2015,18:00:12,659.39,-99.99,0,0,28.5,12.98,0,#
*,9002,03/01/2015,19:00:12,659.38,-99.99,0,0,24.5,12.96,1,#
*,9002,03/01/2015,20:00:12,659.38,-99.99,0,0,22.5,12.91,1,#
*,9002,03/01/2015,21:00:12,659.38,-99.99,0,0,21,12.93,1,#
*,9002,03/01/2015,22:00:12,659.38,-99.99,0,0,20,12.97,1,#
*,9002,03/01/2015,23:00:12,659.38,-99.99,0,0,19.3,12.93,1,#
*,9002,04/01/2015,00:00:12,659.38,-99.99,0,0,18.5,13.01,1,#
*,9002,04/01/2015,01:00:12,659.38,-99.99,0,0,17.8,12.99,1,#
*,9002,04/01/2015,02:00:12,659.38,-99.99,0,0,17.3,12.98,1,#
*,9002,04/01/2015,03:00:12,659.38,-99.99,0,0,17.3,13.01,1,#
*,9002,04/01/2015,04:00:12,659.38,-99.99,0,0,17.3,13.04,1,#
*,9002,04/01/2015,05:00:12,659.38,-99.99,0,0,16.8,12.94,1,#
*,9002,04/01/2015,06:00:12,659.38,-99.99,0,0,16.8,12.97,1,#
*,9002,04/01/2015,07:00:14,659.38,-99.99,0,0,16.3,12.97,1,#
*,9002,04/01/2015,08:00:12,659.38,-99.99,0,0,16.3,13.3,0,#
*,9002,04/01/2015,09:00:12,659.38,-99.99,0,0,17.5,12.41,0,#
*,9002,04/01/2015,10:00:12,659.39,-99.99,0,0,19.8,13.88,0,#
*,9002,04/01/2015,11:00:12,659.38,-99.99,0,0,22.5,13.79,0,#
*,9002,04/01/2015,12:00:13,659.39,-99.99,0,0,26.5,13.1,0,#
*,9002,04/01/2015,13:00:12,659.39,-99.99,0,0,29,13.27,0,#
*,9002,04/01/2015,14:00:12,659.39,-99.99,0,0,30.5,12.88,0,#
*,9002,04/01/2015,15:00:12,659.39,-99.99,0,0,32.3,13.55,0,#
*,9002,04/01/2015,16:00:12,659.39,-99.99,0,0,32.8,13.29,0,#
*,9002,04/01/2015,18:00:12,659.39,-99.99,0,0,28,12.98,0,#
*,9002,04/01/2015,19:00:12,659.39,-99.99,0,0,24.8,12.94,1,#
*,9002,04/01/2015,20:00:12,659.39,-99.99,0,0,22.3,12.92,1,#
*,9002,04/01/2015,21:00:12,659.39,-99.99,0,0,20.3,12.9,1,#
*,9002,04/01/2015,23:00:12,659.38,-99.99,0,0,18,12.98,1,#
*,9002,05/01/2015,00:00:12,659.38,-99.99,0,0,17.5,12.98,1,#
*,9002,05/01/2015,01:00:12,659.38,-99.99,0,0,17,12.96,1,#
*,9002,05/01/2015,02:00:12,659.38,-99.99,0,0,16.8,12.96,1,#
*,9002,05/01/2015,03:00:12,659.38,-99.99,0,0,16.3,13.01,1,#
*,9002,05/01/2015,04:00:12,659.38,-99.99,0,0,16.3,12.98,1,#
*,9002,05/01/2015,05:00:12,659.38,-99.99,0,0,16.5,12.95,1,#
*,9002,05/01/2015,06:00:12,659.38,-99.99,0,0,16.8,12.97,1,#
*,9002,05/01/2015,07:00:12,659.38,-99.99,0,0,16.8,13.04,1,#
*,9002,05/01/2015,08:00:12,659.38,-99.99,0,0,16.5,13.13,0,#
*,9002,05/01/2015,09:00:12,659.38,-99.99,0,0,17.8,12.7,0,#
*,9002,05/01/2015,10:00:12,659.39,-99.99,0,0,20.5,13.62,0,#
*,9002,05/01/2015,11:00:12,659.38,-99.99,0,0,22.3,13.71,0,#
*,9002,05/01/2015,12:00:12,659.39,-99.99,0,0,24.5,13.88,0,#
*,9002,05/01/2015,13:00:12,659.39,-99.99,0,0,28.3,13.33,0,#
*,9002,05/01/2015,14:00:12,659.39,-99.99,0,0,29.8,12.88,0,#
*,9002,05/01/2015,15:00:12,659.39,-99.99,0,0,32.5,13.79,0,#
*,9002,05/01/2015,16:00:12,659.39,-99.99,0,0,33.3,13.4,0,#
*,9002,05/01/2015,17:00:12,659.39,-99.99,0,0,32,12.97,0,#
*,9002,05/01/2015,18:00:12,659.39,-99.99,0,0,27.8,12.99,0,#
*,9002,05/01/2015,19:00:12,659.39,-99.99,0,0,24,12.96,1,#
*,9002,05/01/2015,20:00:12,659.39,-99.99,0,0,21.8,12.93,1,#
*,9002,05/01/2015,21:00:12,659.39,-99.99,0,0,20.5,12.88,1,#
*,9002,05/01/2015,22:00:12,659.39,-99.99,0,0,19.5,12.89,1,#
*,9002,05/01/2015,23:00:12,659.38,-99.99,0,0,19,12.88,1,#
*,9002,06/01/2015,00:00:12,659.38,-99.99,0,0,18.8,12.97,1,#
*,9002,06/01/2015,01:00:12,659.39,-99.99,0,0,18.5,12.95,1,#
*,9002,06/01/2015,02:00:12,659.39,-99.99,0,0,18.3,12.94,1,#
*,9002,06/01/2015,03:00:12,659.38,-99.99,0,0,18,12.98,1,#
*,9002,06/01/2015,04:00:12,659.39,-99.99,0,0,17.3,12.93,1,#
*,9002,06/01/2015,05:00:12,659.38,-99.99,0,0,16.5,13.01,1,#
*,9002,06/01/2015,06:00:12,659.38,-99.99,0,0,15.5,13.02,1,#
*,9002,06/01/2015,07:00:12,659.39,-99.99,0,0,15,12.98,1,#
*,9002,06/01/2015,08:00:12,659.39,-99.99,0,0,15,13.28,0,#
*,9002,06/01/2015,09:00:12,659.38,-99.99,0,0,17,12.54,0,#
*,9002,06/01/2015,10:00:12,659.39,-99.99,0,0,20,13.77,0,#
*,9002,06/01/2015,11:00:12,659.39,-99.99,0,0,23.5,12.98,0,#
*,9002,06/01/2015,12:00:12,659.39,-99.99,0,0,27.8,12.93,0,#
*,9002,06/01/2015,13:00:12,659.39,-99.99,0,0,31.5,13.5,0,#
*,9002,06/01/2015,14:00:12,659.39,-99.99,0,0,34.5,12.91,0,#
*,9002,06/01/2015,15:00:12,659.39,-99.99,0,0,37.3,13.67,0,#
*,9002,06/01/2015,16:00:12,659.39,-99.99,0,0,39.3,12.82,0,#
*,9002,06/01/2015,17:00:12,659.39,-99.99,0,0,36.3,13.06,0,#
*,9002,06/01/2015,18:00:12,659.39,-99.99,0,0,30.8,11.98,0,#
*,9002,06/01/2015,19:00:12,659.39,-99.99,0,0,26.8,12.45,1,#
*,9002,06/01/2015,20:00:12,659.39,-99.99,0,0,24.5,12.63,1,#
*,9002,06/01/2015,21:00:12,659.39,-99.99,0,0,23.3,12.64,1,#
*,9002,06/01/2015,22:00:12,659.39,-99.99,0,0,22.5,12.67,1,#
*,9002,06/01/2015,23:00:12,659.39,-99.99,0,0,21.5,12.76,1,#
*,9002,07/01/2015,00:00:12,659.39,-99.99,0,0,20.8,12.82,1,#
*,9002,07/01/2015,01:00:12,659.39,-99.99,0,0,20,12.82,1,#
*,9002,07/01/2015,02:00:12,659.39,-99.99,0,0,19.3,12.9,1,#
*,9002,07/01/2015,03:00:12,659.39,-99.99,0,0,18.8,12.93,1,#
*,9002,07/01/2015,04:00:12,659.39,-99.99,0,0,18.8,12.91,1,#
*,9002,07/01/2015,05:00:12,659.39,-99.99,0,0,18.5,12.99,1,#
*,9002,07/01/2015,06:00:12,659.39,-99.99,0,0,18,12.94,1,#
*,9002,07/01/2015,07:00:12,659.38,-99.99,0,0,17.5,12.94,1,#
*,9002,07/01/2015,08:00:12,659.39,-99.99,0,0,17.3,13.17,0,#
*,9002,07/01/2015,09:00:12,659.39,-99.99,0,0,18.8,12.26,0,#
*,9002,07/01/2015,10:00:12,659.39,-99.99,0,0,21.3,13.45,0,#
*,9002,07/01/2015,11:00:12,659.39,-99.99,0,0,25,12.96,0,#
*,9002,07/01/2015,12:00:12,659.39,-99.99,0,0,29,12.93,0,#
*,9002,07/01/2015,13:00:12,659.39,-99.99,0,0,32.8,12.98,0,#
*,9002,07/01/2015,14:00:12,659.39,-99.99,0,0,35.3,13.79,0,#
*,9002,07/01/2015,15:00:12,659.39,-99.99,0,0,37,13.57,0,#
*,9002,07/01/2015,16:00:12,659.39,-99.99,0,0,38.8,13.37,0,#
*,9002,07/01/2015,17:00:12,659.39,-99.99,0,0,36.8,12.97,0,#
*,9002,07/01/2015,18:00:12,659.39,-99.99,0,0,30.5,12.96,0,#
*,9002,07/01/2015,19:00:12,659.39,-99.99,0,0,26.3,12.93,1,#
*,9002,07/01/2015,20:00:12,659.39,-99.99,0,0,23.8,12.95,1,#
*,9002,07/01/2015,21:00:12,659.39,-99.99,0,0,22.3,12.93,1,#
*,9002,07/01/2015,22:00:12,659.39,-99.99,0,0,21.3,12.88,1,#
*,9002,07/01/2015,23:00:12,659.39,-99.99,0,0,20.3,12.94,1,#
*,9002,08/01/2015,00:00:12,659.39,-99.99,0,0,19.3,12.94,1,#
*,9002,08/01/2015,01:00:12,659.39,-99.99,0,0,18.5,12.97,1,#
*,9002,08/01/2015,02:00:12,659.39,-99.99,0,0,18.3,12.93,1,#
*,9002,08/01/2015,03:00:12,659.39,-99.99,0,0,17.3,13,1,#
*,9002,08/01/2015,04:00:12,659.39,-99.99,0,0,16.8,12.97,1,#
*,9002,08/01/2015,05:00:12,659.39,-99.99,0,0,16.3,12.96,1,#
*,9002,08/01/2015,06:00:12,659.39,-99.99,0,0,15.8,12.98,1,#
*,9002,08/01/2015,07:00:12,659.39,-99.99,0,0,14.8,13,1,#
*,9002,08/01/2015,08:00:12,659.39,-99.99,0,0,14,13.18,0,#
*,9002,08/01/2015,09:00:12,659.38,-99.99,0,0,15.5,12.39,0,#
*,9002,08/01/2015,10:00:12,659.39,-99.99,0,0,19,13.47,0,#
*,9002,08/01/2015,11:00:12,659.39,-99.99,0,0,23,12.97,0,#
*,9002,08/01/2015,12:00:12,659.39,-99.99,0,0,27.3,13.83,0,#
*,9002,08/01/2015,13:00:12,659.39,-99.99,0,0,30.5,12.93,0,#
*,9002,08/01/2015,14:00:12,659.39,-99.99,0,0,33.5,13.81,0,#
*,9002,08/01/2015,15:00:12,659.39,-99.99,0,0,36.5,12.85,0,#
*,9002,08/01/2015,16:00:12,659.39,-99.99,0,0,39.3,12.82,0,#
*,9002,08/01/2015,17:00:12,659.39,-99.99,0,0,37,12.86,0,#
*,9002,08/01/2015,18:00:12,660.26,-99.99,0,0,30.5,12.98,0,#
*,9002,08/01/2015,19:00:12,660.34,-99.99,0,0,25.3,12.9,1,#
*,9002,08/01/2015,20:00:12,660.35,-99.99,0,0,21.8,12.86,1,#
*,9002,08/01/2015,21:00:12,660.35,-99.99,0,0,19.5,12.94,1,#
*,9002,08/01/2015,22:00:12,660.36,-99.99,0,0,18.5,12.92,1,#
*,9002,08/01/2015,23:00:12,660.37,-99.99,0,0,18.5,13,1,#
*,9002,09/01/2015,00:00:12,660.37,-99.99,0,0,18.3,12.95,1,#
*,9002,09/01/2015,01:00:12,660.36,-99.99,0,0,17.8,12.96,1,#
*,9002,09/01/2015,02:00:12,660.37,-99.99,0,0,16.8,12.94,1,#
*,9002,09/01/2015,03:00:12,660.37,-99.99,0,0,16,12.98,1,#
*,9002,09/01/2015,04:00:12,660.4,-99.99,0,0,16,13.03,1,#
*,9002,09/01/2015,05:00:12,660.39,-99.99,0,0,15.8,12.98,1,#
*,9002,09/01/2015,06:00:12,660.4,-99.99,0,0,15.5,13.01,1,#
*,9002,09/01/2015,07:00:12,660.4,-99.99,0,0,14,13.1,1,#
*,9002,09/01/2015,08:00:12,660.45,-99.99,0,0,13,13.19,0,#
*,9002,09/01/2015,09:00:12,660.45,-99.99,0,0,14.8,12.09,0,#
*,9002,09/01/2015,10:00:12,660.45,-99.99,0,0,18.3,13.48,0,#
*,9002,09/01/2015,11:00:12,660.46,-99.99,0,0,22,13.91,0,#
*,9002,09/01/2015,12:00:12,660.47,-99.99,0,0,27,12.89,0,#
*,9002,09/01/2015,13:00:12,660.49,-99.99,0,0,30.8,13.83,0,#
*,9002,09/01/2015,14:00:12,660.49,-99.99,0,0,34.3,12.87,0,#
*,9002,09/01/2015,15:00:12,660.5,-99.99,0,0,36.8,13.62,0,#
*,9002,09/01/2015,16:00:12,660.49,-99.99,0,0,39.3,12.78,0,#
*,9002,09/01/2015,17:00:12,660.48,-99.99,0,0,38,12.92,0,#
*,9002,09/01/2015,18:00:12,660.48,-99.99,0,0,30.8,12.99,0,#
*,9002,09/01/2015,19:00:12,660.48,-99.99,0,0,24.8,12.86,1,#
*,9002,09/01/2015,20:00:14,660.48,-99.99,0,0,20.8,12.93,1,#
*,9002,09/01/2015,21:00:12,660.46,-99.99,0,0,18.3,12.94,1,#
*,9002,09/01/2015,22:00:12,660.46,-99.99,0,0,17.3,13,1,#
*,9002,09/01/2015,23:00:12,660.46,-99.99,0,0,17.3,12.99,1,#
*,9002,10/01/2015,00:00:12,660.45,-99.99,0,0,17,12.94,1,#
*,9002,10/01/2015,01:00:12,660.45,-99.99,0,0,16,13.03,1,#
*,9002,10/01/2015,02:00:12,660.45,-99.99,0,0,14.5,12.97,1,#
*,9002,10/01/2015,03:00:12,660.45,-99.99,0,0,14,13.04,1,#
*,9002,10/01/2015,04:00:12,660.45,-99.99,0,0,14.3,12.99,1,#
*,9002,10/01/2015,05:00:12,660.45,-99.99,0,0,14.3,12.97,1,#
*,9002,10/01/2015,06:00:12,660.45,-99.99,0,0,13.5,12.98,1,#
*,9002,10/01/2015,07:00:12,660.45,-99.99,0,0,12,13.02,1,#
*,9002,10/01/2015,08:00:12,660.46,-99.99,0,0,11,13.21,0,#
*,9002,10/01/2015,09:00:12,660.46,-99.99,0,0,12.5,12.15,0,#
*,9002,10/01/2015,10:00:12,660.53,-99.99,0,0,16.3,13.41,0,#
*,9002,10/01/2015,11:00:12,660.55,-99.99,0,0,20.8,12.94,0,#
*,9002,10/01/2015,12:00:13,660.6,-99.99,0,0,25.8,12.9,0,#
*,9002,10/01/2015,13:00:12,660.62,-99.99,0,0,30.3,12.83,0,#
*,9002,10/01/2015,14:00:12,660.63,-99.99,0,0,33.8,12.89,0,#
*,9002,10/01/2015,15:00:12,660.62,-99.99,0,0,36.5,12.88,0,#
*,9002,10/01/2015,16:00:12,660.64,-99.99,0,0,39,12.82,0,#
*,9002,10/01/2015,17:00:12,660.64,-99.99,0,0,37.5,12.94,0,#
*,9002,10/01/2015,18:00:12,660.64,-99.99,0,0,30.3,12.97,0,#
*,9002,10/01/2015,19:00:12,660.64,-99.99,0,0,24.5,12.98,1,#
*,9002,10/01/2015,20:00:12,660.64,-99.99,0,0,20.3,13.01,1,#
*,9002,10/01/2015,21:00:12,660.63,-99.99,0,0,17.8,12.96,1,#
*,9002,10/01/2015,22:00:12,660.65,-99.99,0,0,16.5,12.97,1,#
*,9002,10/01/2015,23:00:12,660.64,-99.99,0,0,16.8,12.92,1,#
*,9002,11/01/2015,00:00:12,660.65,-99.99,0,0,16.8,12.98,1,#
*,9002,11/01/2015,01:00:12,660.65,-99.99,0,0,15.5,13.04,1,#
*,9002,11/01/2015,02:00:12,660.64,-99.99,0,0,14.5,12.91,1,#
*,9002,11/01/2015,03:00:12,660.65,-99.99,0,0,13.3,12.98,1,#
*,9002,11/01/2015,04:00:12,660.64,-99.99,0,0,12.3,13.02,1,#
*,9002,11/01/2015,05:00:12,660.64,-99.99,0,0,11.5,12.95,1,#
*,9002,11/01/2015,06:00:12,660.64,-99.99,0,0,10.8,13.05,1,#
*,9002,11/01/2015,07:00:12,660.64,-99.99,0,0,10,13.08,1,#
*,9002,11/01/2015,08:00:12,660.64,-99.99,0,0,9.5,13.21,0,#
*,9002,11/01/2015,09:00:12,660.65,-99.99,0,0,11.3,12.13,0,#
*,9002,11/01/2015,10:00:12,660.64,-99.99,0,0,15.5,13.6,0,#
*,9002,11/01/2015,11:00:12,660.64,-99.99,0,0,20.8,12.97,0,#
*,9002,11/01/2015,12:00:13,660.64,-99.99,0,0,26.5,12.96,0,#
*,9002,11/01/2015,13:00:12,660.63,-99.99,0,0,30.5,12.93,0,#
*,9002,11/01/2015,14:00:12,660.63,-99.99,0,0,34,12.92,0,#
*,9002,11/01/2015,15:00:12,660.63,-99.99,0,0,38.3,12.9,0,#
*,9002,11/01/2015,16:00:12,660.64,-99.99,0,0,41.5,12.8,0,#
*,9002,11/01/2015,17:00:12,660.64,-99.99,0,0,39.3,12.9,0,#
*,9002,11/01/2015,18:00:12,660.64,-99.99,0,0,31,13.05,0,#
*,9002,11/01/2015,19:00:12,660.65,-99.99,0,0,24.5,12.98,1,#
*,9002,11/01/2015,20:00:12,660.64,-99.99,0,0,20.3,12.99,1,#
*,9002,11/01/2015,21:00:12,660.64,-99.99,0,0,17.5,13,1,#
*,9002,11/01/2015,22:00:12,660.64,-99.99,0,0,16.3,12.98,1,#
*,9002,11/01/2015,23:00:12,660.64,-99.99,0,0,15,12.94,1,#
*,9002,12/01/2015,00:00:13,660.64,-99.99,0,0,14,13.04,1,#
*,9002,12/01/2015,01:00:12,660.64,-99.99,0,0,13.3,13.04,1,#
*,9002,12/01/2015,02:00:12,660.64,-99.99,0,0,12.5,13.06,1,#
*,9002,12/01/2015,03:00:12,660.64,-99.99,0,0,11.8,13.1,1,#
*,9002,12/01/2015,04:00:12,660.64,-99.99,0,0,11.3,13.06,1,#
*,9002,12/01/2015,05:00:12,660.64,-99.99,0,0,10.8,13.07,1,#
*,9002,12/01/2015,06:00:12,660.64,-99.99,0,0,10.5,13.14,1,#
*,9002,12/01/2015,07:00:12,660.64,-99.99,0,0,10,13.14,1,#
*,9002,12/01/2015,08:00:12,660.64,-99.99,0,0,9.8,13.21,0,#
*,9002,12/01/2015,09:00:12,660.63,-99.99,0,0,12.3,12.17,0,#
*,9002,12/01/2015,10:00:12,660.65,-99.99,0,0,16.8,13.44,0,#
*,9002,12/01/2015,11:00:12,660.64,-99.99,0,0,21,13.17,0,#
*,9002,12/01/2015,12:00:12,660.64,-99.99,0,0,26,12.98,0,#
*,9002,12/01/2015,15:00:12,660.65,-99.99,0,0,38.3,12.89,0,#
*,9002,12/01/2015,16:00:12,660.64,-99.99,0,0,41.3,12.86,0,#
*,9002,12/01/2015,17:00:12,660.64,-99.99,0,0,39,12.93,0,#
*,9002,12/01/2015,18:00:12,660.65,-99.99,0,0,30.8,13.07,0,#
*,9002,12/01/2015,19:00:12,660.64,-99.99,0,0,24.5,12.97,1,#
*,9002,12/01/2015,20:00:12,660.64,-99.99,0,0,20.3,12.99,1,#
*,9002,12/01/2015,21:00:12,660.64,-99.99,0,0,17.5,13.01,1,#
*,9002,12/01/2015,22:00:12,660.64,-99.99,0,0,16.5,13.05,1,#
*,9002,12/01/2015,23:00:12,660.65,-99.99,0,0,16.5,12.97,1,#
*,9002,13/01/2015,00:00:12,660.65,-99.99,0,0,16.8,12.93,1,#
*,9002,13/01/2015,01:00:12,660.64,-99.99,0,0,15.5,12.94,1,#
*,9002,13/01/2015,02:00:12,660.64,-99.99,0,0,13.8,12.99,1,#
*,9002,13/01/2015,03:00:12,660.63,-99.99,0,0,12.5,13.06,1,#
*,9002,13/01/2015,04:00:12,660.64,-99.99,0,0,11.5,13.06,1,#
*,9002,13/01/2015,05:00:12,660.63,-99.99,0,0,10.8,13.09,1,#
*,9002,13/01/2015,06:00:12,660.63,-99.99,0,0,10,13.06,1,#
*,9002,13/01/2015,07:00:12,660.64,-99.99,0,0,9.3,13.21,1,#
*,9002,13/01/2015,08:00:12,660.63,-99.99,0,0,9.3,13.2,0,#
*,9002,13/01/2015,09:00:12,660.64,-99.99,0,0,11.3,12.47,0,#
*,9002,13/01/2015,10:00:12,660.64,-99.99,0,0,16,12.61,0,#
*,9002,13/01/2015,11:00:12,660.64,-99.99,0,0,21.5,12.94,0,#
*,9002,13/01/2015,12:00:13,660.65,-99.99,0,0,26.5,12.88,0,#
*,9002,13/01/2015,13:00:12,660.65,-99.99,0,0,30.5,12.95,0,#
*,9002,13/01/2015,14:00:12,660.64,-99.99,0,0,34.3,12.95,0,#
*,9002,13/01/2015,15:00:12,660.65,-99.99,0,0,38.3,12.86,0,#
*,9002,13/01/2015,16:00:12,660.64,-99.99,0,0,41,12.93,0,#
*,9002,13/01/2015,17:00:12,660.64,-99.99,0,0,39.3,12.9,0,#
*,9002,13/01/2015,18:00:12,660.64,-99.99,0,0,31,13.03,0,#
*,9002,13/01/2015,19:00:12,660.64,-99.99,0,0,24.8,12.97,1,#
*,9002,13/01/2015,20:00:12,660.63,-99.99,0,0,20.8,13.02,1,#
*,9002,13/01/2015,21:00:12,660.64,-99.99,0,0,18.8,13.03,1,#
*,9002,13/01/2015,22:00:12,660.64,-99.99,0,0,17.8,13.02,1,#
*,9002,13/01/2015,23:00:12,660.63,-99.99,0,0,17.5,13.01,1,#
*,9002,14/01/2015,00:00:12,660.63,-99.99,0,0,17,13.05,1,#
*,9002,14/01/2015,01:00:12,660.63,-99.99,0,0,16,13.07,1,#
*,9002,14/01/2015,02:00:12,660.64,-99.99,0,0,15.5,12.97,1,#
*,9002,14/01/2015,03:00:12,660.63,-99.99,0,0,15,12.96,1,#
*,9002,14/01/2015,04:00:12,660.65,-99.99,0,0,13.5,13.08,1,#
*,9002,14/01/2015,05:00:12,660.65,-99.99,0,0,12.3,13.04,1,#
*,9002,14/01/2015,06:00:12,660.63,-99.99,0,0,12.5,13.06,1,#
*,9002,14/01/2015,07:00:12,660.64,-99.99,0,0,11.5,13.05,1,#
*,9002,14/01/2015,08:00:12,660.64,-99.99,0,0,11,13.26,0,#
*,9002,14/01/2015,09:00:12,660.63,-99.99,0,0,12,12.25,0,#
*,9002,14/01/2015,10:00:12,660.63,-99.99,0,0,16.3,12.98,0,#
*,9002,14/01/2015,11:00:12,660.65,-99.99,0,0,21.3,13.8,0,#
*,9002,14/01/2015,12:00:12,660.62,-99.99,0,0,27.3,12.95,0,#
*,9002,14/01/2015,13:00:12,660.61,-99.99,0,0,31.8,12.88,0,#
*,9002,14/01/2015,14:00:12,660.59,-99.99,0,0,35,12.93,0,#
*,9002,14/01/2015,15:00:12,660.59,-99.99,0,0,38,12.86,0,#
*,9002,14/01/2015,16:00:12,660.61,-99.99,0,0,40,12.84,0,#
*,9002,14/01/2015,17:00:12,660.65,-99.99,0,0,37.5,12.84,0,#
*,9002,14/01/2015,18:00:12,660.69,-99.99,0,0,31,13.07,0,#
*,9002,14/01/2015,19:00:12,660.71,-99.99,0,0,25.5,13,1,#
